incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,industry_name
2021-0205-001,Chicago Logistics Inc.,10701624581.02,US,48-49,,61054,True,CHIC,2021-02-05,False,2021-08-07,2021-09-12,ransomware,phishing,,Hunters_International,suspected,2956.0,health,"ERP,active_directory",118.21,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001877654&type=8-K&dateb=20210107&owner=include&count=10,https://www.chicago-logistics-inc.com/newsroom/2021/11/security-update,sec_filing,1,77.33,Silver,,71193597.51,disclosed,2273003.75,,,33276403.61,22869067.65,,,127339068.77,estimated,105251174.74,180888671.15,151085030.11,CPI-U 2021 (270.97),143.27,139.92,131.0,133.77,137.42,2511252.0,7045652.0,S&P 500 Industrials,-0.018564,-0.063785,-0.043933,-0.017833,-0.061826,-0.043933,-0.017833,-0.019445,-3.4736,0.2632,-1.3222,1.0,False,42570712101.88,2.8056,0.02752,0.052844,25.0,Transportation/Warehousing
2023-1107-001,Prism Verdant Hotels Corp.,2121719282.87,CA,72,,55415,False,,2023-11-07,False,2023-11-23,2023-12-08,ddos,,,,,,,file_servers,10.96,https://www.theregister.com/2023/03/27/prism-verdant-hotels_security_incident/,https://www.ico.org.uk/decisions/2023/04/INQ-2023-00473,verified_media,4,91.49,Gold,,4200000.0,calculated,,,,3915160.59,1190022.93,,3548850.09,9305183.52,disclosed,6464122.67,10876728.17,9818171.53,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Accommodation/Food Services
2022-1123-001,Quartz Analytic Group Co.,25626144.9,US,54,,127,False,,2022-11-23,False,2022-12-28,2023-02-18,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,2135.0,mixed,"HR_systems,CRM,VPN,email",32.2,https://www.quartz-analytic-group-co.com/newsroom/2022/10/security-update,https://www.ico.org.uk/decisions/2022/08/INQ-2022-00474,company_pr,1,98.87,Gold,,303745.15,calculated,901934.23,,,233606.39,81383.53,,271886.81,618735.07,estimated,440828.34,1079740.2,679719.55,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
2025-0824-001,Leipzig Group AG,75298263.09,DE,53,62,179,False,,2025-08-24,False,2025-09-03,2025-10-23,malware,supply_chain,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,14785.0,PII,CRM,62.58,https://www.mandiant.com/resources/blog/leipzig-group-ag-incident-response-2025,,cybersecurity_firm,3,72.41,Silver,,5000000.0,disclosed,,,,2735641.09,982284.55,899566.71,1869007.85,9617492.35,calculated,7497823.02,12469105.79,9617492.35,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Real Estate
2021-0302-001,Kowalski Services AG,912563540.25,CH,92,,13411,False,,2021-03-02,False,2021-03-13,2021-04-02,ransomware,data_breach,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,4503.0,mixed,email,124.81,https://www.bfdi.bund.de/decisions/2021/04/INQ-2021-00476,,gdpr_notification,1,94.84,Gold,,246392155.87,estimated,3974269.32,,,222001127.96,34185565.36,,161644360.93,502578849.19,disclosed,373170118.72,896887479.45,596298852.33,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2025-0503-001,LinkCloud Intelligence AG,55653360171.93,CH,51,62,96689,True,LINK.SW,2025-05-03,False,2025-06-05,2025-06-18,ransomware,data_breach,,,,293884.0,financial,"customer_database,VPN,email",,https://krebsonsecurity.com/2025/09/linkcloud-intelligen-breach-exposes-data/,,verified_media,4,94.75,Gold,,10644484.25,disclosed,300717.73,,,4548887.28,3569323.64,4677865.24,9601766.46,23440560.41,calculated,14600901.92,29524449.49,23440560.41,CPI-U 2025 (321.5),598.16,581.3,566.25,575.91,560.13,63502.0,225867.0,S&P 500 Information Technology,-0.007474,-0.025897,-0.009268,-0.03642,-0.032387,-0.009268,-0.03642,-0.006929,-1.5597,1.0,-1.4771,1.0,False,198148179610.83,3.5568,0.027045,0.046968,174.0,Information/Tech
2025-0215-001,Titan Tempest Production SA,379502216.76,FR,31-33,22,1467,False,,2025-02-15,False,2025-02-21,2025-03-02,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,695388.0,mixed,"payment_systems,VPN",40.68,https://www.ico.org.uk/decisions/2025/10/INQ-2025-00478,,gdpr_notification,1,76.2,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2021-0529-001,Talon Ore Mining Co.,1179299244.61,US,21,,1530,False,,2021-05-29,False,2021-06-30,2021-08-01,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,Scattered_Spider,suspected,,,"payment_systems,VPN,file_servers,customer_database",115.43,https://www.crowdstrike.com/blog/talon-ore-mining-co-intrusion-analysis-2021/,https://www.bfdi.bund.de/decisions/2021/04/INQ-2021-00479,cybersecurity_firm,3,80.37,Silver,,13685897.07,calculated,,,,13875654.04,2651506.83,,,30213057.94,disclosed,18355735.51,39442105.85,35847134.84,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Mining/Oil & Gas
2025-0626-002,Keystone Clinical Therapeutics SE,108613602.56,DE,62,,525,True,KCT.DE,2025-06-26,False,2025-07-02,2025-07-21,data_breach,apt,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,BlackBasta,suspected,1422.0,credentials,"CRM,ERP,SSO,HR_systems,backup_systems",,https://blog.talosintelligence.com/2025/06/keystone-clinical-th-campaign.html,,cybersecurity_firm,3,68.99,Bronze,,1300000.0,estimated,,,,405987.2,296585.11,,,2002572.31,estimated,1633429.36,3562778.89,2002572.31,CPI-U 2025 (321.5),6.54,6.0,5.75,5.82,5.87,107427.0,406361.0,S&P 500 Health Care,-0.019555,-0.042327,-0.029861,-0.02087,-0.039668,-0.029861,-0.02087,-0.010136,-2.0301,0.98495,-1.0429,1.0,False,315055665.8,3.7827,0.010919,0.019407,202.0,Healthcare
2022-1223-001,Pacific Commerce Advisory Ltd.,75160892.11,GB,52,,173,False,,2022-12-23,False,2023-01-10,2023-02-18,ddos,apt,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"customer_database,backup_systems,manufacturing_OT,file_servers",,https://therecord.media/2022/03/22/pacific-commerce-advisory-breached,,verified_media,4,89.12,Gold,,6764480.29,disclosed,,,,6601401.59,1207525.12,,,14573407.0,estimated,10739887.34,21391945.52,16009807.97,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0315-001,Ironwood Lumen Platforms Co.,4072304774.14,US,51,,10158,True,ILP,2024-03-15,False,2024-09-15,2024-09-20,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,Play,probable,342835.0,health,"ERP,active_directory,website",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001239059&type=8-K&dateb=20240113&owner=include&count=10,https://blog.talosintelligence.com/2024/06/ironwood-lumen-platf-campaign.html,sec_filing,1,70.56,Silver,,10400000.0,estimated,,,,11707172.13,3202412.69,,10331334.89,25309584.82,disclosed,16238540.54,41420027.09,25857292.95,CPI-U 2024 (314.69),45.48,43.97,41.57,41.12,42.85,3825788.0,10062559.0,S&P 500 Information Technology,-0.007226,-0.054508,-0.064824,-0.02537,-0.070551,-0.064824,-0.02537,-0.034006,-2.6735,0.66325,-2.1829,0.90855,False,22834397270.22,2.6302,0.019443,0.038744,320.0,Information/Tech
2023-0105-001,Phoenix Communications Corp.,156256264.57,US,51,,268,True,PHO1,2023-01-05,False,2023-01-12,2023-03-14,phishing,,,Cuba_Ransomware,confirmed,1000.0,health,"CRM,ERP",,https://www.crowdstrike.com/blog/phoenix-communicatio-intrusion-analysis-2023/,https://www.edpb.europa.eu/decisions/2023/09/INQ-2023-00483,cybersecurity_firm,3,95.19,Gold,,17924076.86,disclosed,,,,16394639.73,5772720.77,,9801873.25,40091437.36,calculated,32108512.41,66710887.16,42301649.19,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2022-0928-001,SanaRemedy Diagnostics Holdings Inc.,184222696.99,DK,62,,1191,True,SANA.CO,2022-09-28,False,2022-11-01,2022-11-15,data_breach,ddos,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,FIN11,probable,31688.0,financial,"VPN,customer_database,SCADA",,https://www.theregister.com/2022/05/10/sanaremedy-diagnosti_security_incident/,https://www.sanaremedy-diagnostics-ho.com/newsroom/2022/05/security-update,verified_media,4,64.96,Bronze,,,,,,,,,,,,,,,,,6.2,6.11,6.04,6.19,6.36,17300833.0,45277536.0,S&P 500 Health Care,0.026542,-0.011966,0.013472,0.04046,-0.011194,0.013472,0.04046,0.031684,-0.9063,1.0,1.2249,1.0,False,976931381.78,2.6171,0.017027,0.029061,,Healthcare
2024-0324-001,Florence Group S.p.A.,70657201.25,IT,52,,210,False,,2024-03-24,False,2024-04-12,2024-05-19,data_breach,,,REvil,probable,187522.0,credentials,"cloud_infrastructure,active_directory,ERP",,https://www.aepd.es/decisions/2024/05/INQ-2024-00485,https://unit42.paloaltonetworks.com/threat-brief-florence-group-spa-2024/,gdpr_notification,1,95.58,Gold,,13778154.24,calculated,,,,15193774.65,1523835.76,116850.54,10051404.71,30612615.19,calculated,21470030.72,44993281.65,31275082.73,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0307-001,GridInfracore Utilities Corp.,9568126199.39,US,22,,43459,True,GRID,2024-03-07,False,2024-06-10,2024-09-16,ddos,,,,,,,"payment_systems,ERP,CRM,email,cloud_infrastructure",17.8,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001085695&type=8-K&dateb=20241221&owner=include&count=10,,sec_filing,1,67.04,Bronze,,12000000.0,estimated,,,,8551704.87,803421.96,,,21355126.83,disclosed,16189978.41,29286720.25,21817259.13,CPI-U 2024 (314.69),122.41,116.76,113.4,113.04,115.31,2904542.0,7348017.0,S&P 500 Utilities,0.009278,-0.028768,-0.031881,-0.012431,-0.023295,-0.031881,-0.012431,-0.014015,-1.9835,1.0,-0.6559,1.0,False,76094162499.88,2.5298,0.034868,0.058645,28.0,Utilities
2023-1209-003,StLouis Power Holdings Inc.,1589014590.37,US,22,,3331,True,STLO,2023-12-09,False,2023-12-23,2024-02-06,data_breach,apt,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,11460.0,mixed,"cloud_infrastructure,manufacturing_OT",,https://www.theregister.com/2023/09/25/stlouis-power-holdin_security_incident/,,verified_media,4,76.48,Silver,,267379208.54,disclosed,,,,312168492.99,84768790.22,751022.34,,665067514.09,estimated,514024784.72,977389957.7,701732203.2,CPI-U 2023 (304.702),19.04,17.97,17.63,17.67,17.67,202044.0,485133.0,S&P 500 Utilities,-0.004167,-0.018855,-0.016794,-0.016554,-0.017688,-0.016794,-0.016554,-0.013535,-1.9722,1.0,-0.8326,1.0,False,8435863655.68,2.4011,0.024952,0.040414,5.0,Utilities
2022-0620-002,Philadelphia Industries Group Inc.,4203126400.85,US,31-33,,13247,True,PHIL,2022-06-20,False,2022-08-20,2022-08-29,apt,,,Royal,confirmed,3623.0,financial,"cloud_infrastructure,website,SSO",117.17,https://www.bleepingcomputer.com/news/security/philadelphia-industries-g-hit-by-cyberattack-2022/,https://www.philadelphia-industries-g.com/newsroom/2022/03/security-update,verified_media,3,81.1,Silver,,78133521.88,calculated,,,,27789272.74,22624814.41,,,128547609.03,estimated,89965343.89,225047942.55,141217666.89,CPI-U 2022 (292.655),40.6,42.52,38.71,38.69,41.23,537620.0,1863556.0,S&P 500 Industrials,0.018539,-0.089639,-0.090004,-0.03042,-0.110026,-0.090004,-0.03042,-0.006825,-15.6122,0.0002,-1.2071,1.0,False,11984520232.31,3.4663,0.01106,0.020228,271.0,Manufacturing
2024-0128-001,Sequoia Health Genomics Group Inc.,197165037.06,PT,62,,977,False,,2024-01-28,False,2024-02-02,2024-03-05,supply_chain,,,Akira,confirmed,,,"HR_systems,ERP",82.01,https://www.bfdi.bund.de/decisions/2024/05/INQ-2024-00489,,gdpr_notification,1,52.54,Bronze,low_quality_score,5154731.07,estimated,,,,5262218.11,1250101.06,,,11667050.24,estimated,8976429.02,17038408.84,11919529.23,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2024-1130-001,Lumen Quick Commerce Inc.,1108412106.38,US,44-45,,10564,True,LQC,2024-11-30,False,2025-01-01,2025-01-20,trojan,,,BianLian,suspected,2780721.0,PII,"active_directory,payment_systems",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001863929&type=8-K&dateb=20240321&owner=include&count=10,,sec_filing,1,84.76,Silver,,9694710.92,calculated,,,,4770245.89,2819577.38,1450609.56,,18735143.75,estimated,15520686.3,29789066.67,19140578.71,CPI-U 2024 (314.69),14.44,14.08,13.59,13.89,14.11,5529773.0,13869671.0,S&P 500 Consumer Discretionary,0.0062,-0.034889,-0.013519,0.001998,-0.035896,-0.013519,0.001998,0.001753,-6.9071,0.0002,0.0871,1.0,False,7634130942.76,2.5082,0.02731,0.043114,20.0,Retail Trade
2024-0215-001,Paladin Cedar Department Ltd.,9846137066.04,IL,92,,71408,False,,2024-02-15,False,2024-05-15,2024-05-27,ransomware,apt,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,APT41,probable,72296.0,PII,"website,SCADA,SSO,payment_systems",182.6,https://www.cnil.fr/decisions/2024/10/INQ-2024-00491,,gdpr_notification,1,90.43,Gold,,16667226.09,disclosed,4455569.6,,,16045058.51,5558059.64,,12936201.47,38270344.24,estimated,29495875.66,68214318.03,39098527.67,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2025-0415-002,Maple Archer Corp Holdings Inc.,1287604953.41,US,22,,2391,False,,2025-04-15,False,2025-05-16,2025-05-26,trojan,,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,REvil,probable,2555574.0,mixed,SCADA,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001451717&type=8-K&dateb=20250917&owner=include&count=10,https://www.ico.org.uk/decisions/2025/12/INQ-2025-00492,sec_filing,1,64.84,Bronze,,7200000.0,estimated,,,,6465788.67,1470451.76,,,15136240.43,estimated,10138984.71,22171920.71,15136240.43,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities
2025-0225-001,ScholarDiscovery Learning Inc.,303964907.76,US,61,,2722,False,,2025-02-25,False,2025-02-27,2025-04-16,data_breach,,,,,10605.0,mixed,"VPN,manufacturing_OT,email,CRM",,https://krebsonsecurity.com/2025/12/scholardiscovery-lea-breach-exposes-data/,,verified_media,4,79.82,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2024-0814-001,Incheon Health Corp.,1578673858.68,KR,62,,16533,True,INCH.KS,2024-08-14,False,2024-08-30,2024-10-21,ransomware,,,Akira,probable,64082.0,financial,"manufacturing_OT,file_servers,SCADA,website",23.26,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001536350&type=8-K&dateb=20240402&owner=include&count=10,,sec_filing,1,82.35,Silver,,4926219.66,calculated,657172.09,272387.85,FBI disclosure,2305462.04,397235.01,,2041248.3,7901304.56,estimated,5633380.1,9112739.49,8072291.51,CPI-U 2024 (314.69),15.51,14.82,14.32,14.09,14.22,2192619.0,7119173.0,S&P 500 Health Care,-0.003099,-0.034005,-0.049124,-0.040197,-0.04385,-0.049124,-0.040197,-0.031219,-6.801,0.0002,-2.0416,0.9792,False,3087640102.01,3.2469,0.026891,0.045041,51.0,Healthcare
2023-1105-002,Philadelphia Biotech Corp.,25314253084.95,US,62,,207685,True,PHI1,2023-11-05,False,2023-11-13,2023-12-05,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,Lazarus_Group,suspected,,,VPN,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001896095&type=8-K&dateb=20230626&owner=include&count=10,,sec_filing,1,70.17,Silver,,2200000.0,calculated,,,,1766694.42,363946.16,,,4330640.58,calculated,3245530.83,6690538.98,4569385.65,CPI-U 2023 (304.702),146.22,145.14,138.33,140.2,146.82,484107.0,1737432.0,S&P 500 Health Care,0.009872,-0.046928,-0.034058,0.011585,-0.060027,-0.034058,0.011585,0.01662,-2.713,0.6435,2.317,0.8415,False,98134805020.01,3.5889,0.024712,0.047462,11.0,Healthcare
2025-0516-001,Patriot Express Logistics Corp.,33093201.88,JP,48-49,,160,False,,2025-05-16,False,2025-05-16,2025-07-18,phishing,,,DarkSide,suspected,279631.0,health,ERP,,https://www.crowdstrike.com/blog/patriot-express-logi-intrusion-analysis-2025/,,cybersecurity_firm,3,83.66,Silver,,3971184.23,disclosed,,,,1585100.89,859007.62,1631095.84,,8046388.58,estimated,6170021.91,9942470.1,8046388.58,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation/Warehousing
2022-1214-001,Keystone Patriot Partners SAS,24241807.28,FR,54,,94,False,,2022-12-14,False,2023-01-17,2023-03-21,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,569535.0,IP,active_directory,3.52,https://www.bleepingcomputer.com/news/security/keystone-patriot-partners-hit-by-cyberattack-2022/,,verified_media,4,64.01,Bronze,,6545287.97,estimated,334650.36,,,5020105.54,1122415.19,,6274353.73,12687808.7,disclosed,9378820.15,14700906.02,13938359.15,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
2023-0122-001,Santos Health Holdings Inc.,5382900489.03,HK,62,,25560,True,SANT.HK,2023-01-22,True,2023-04-27,2023-05-09,phishing,ransomware,,,,8295.0,PII,SSO,,https://www.santos-health-holdings-in.com/newsroom/2023/10/security-update,,company_pr,2,82.35,Silver,,5249004.35,estimated,,,,4208398.0,1339950.62,,,10797352.97,estimated,7418826.74,17005936.81,11392603.2,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2022-0408-001,DealGoods Markets Inc.,41230128927.45,US,44-45,,249302,True,DEAL,2022-04-08,True,2022-05-13,2022-06-19,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,,ERP,,https://www.dealgoods-markets-inc.com/newsroom/2022/05/security-update,https://therecord.media/2022/02/16/dealgoods-markets-inc-breached,company_pr,2,77.73,Silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2023-1108-001,Aldridge Office Group Inc.,15750972821.63,US,92,,136214,False,,2023-11-08,False,2024-01-10,2024-01-19,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,Cuba_Ransomware,probable,164295.0,PII,"backup_systems,manufacturing_OT,SCADA,HR_systems",,https://www.mandiant.com/resources/blog/aldridge-office-grou-incident-response-2023,https://www.aldridge-office-group-inc.com/newsroom/2023/07/security-update,cybersecurity_firm,3,82.24,Silver,,10000000.0,disclosed,,,,11440304.06,1466868.18,,,22907172.24,estimated,15692574.22,31429126.16,24170028.01,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2021-0614-001,TownshipDistrict Services PLC,3705582672.27,GB,92,,31205,False,,2021-06-14,False,2021-07-18,2021-09-05,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Hunters_International,suspected,468456.0,mixed,"website,VPN,ERP",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001285417&type=8-K&dateb=20210217&owner=include&count=10,https://krebsonsecurity.com/2021/01/townshipdistrict-ser-breach-exposes-data/,sec_filing,1,87.24,Gold,,25600000.0,calculated,,,,19476334.86,3317036.94,,,48393371.8,calculated,37273953.25,75632250.76,57417681.05,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2025-0319-001,TrustCommerce Financial Co. Ltd.,326937106.57,JP,52,,1233,True,TRUS.T,2025-03-19,False,2025-04-20,2025-04-23,ransomware,backdoor,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Sandworm,unknown,,,"ERP,manufacturing_OT,backup_systems,HR_systems,email",,https://krebsonsecurity.com/2025/10/trustcommerce-financ-breach-exposes-data/,,verified_media,4,91.13,Gold,,66600000.0,estimated,101876.21,,,72184334.88,20649498.75,,,159433833.63,estimated,107638072.88,237515118.26,159433833.63,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2024-0405-001,FrameComposite Materials Inc.,10652138798.8,US,31-33,,33917,True,FRAM,2024-04-05,False,2024-05-07,2024-05-11,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Scattered_Spider,unknown,1023706.0,mixed,"active_directory,backup_systems,SSO,CRM",10.13,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001524868&type=8-K&dateb=20241227&owner=include&count=10,https://www.framecomposite-materials-.com/newsroom/2024/01/security-update,sec_filing,1,73.09,Silver,,10393331.38,estimated,4847681.65,3038689.49,FBI disclosure,7615071.44,1441142.21,,10603427.71,22488234.52,calculated,14973386.52,25916908.17,22974887.66,CPI-U 2024 (314.69),79.72,76.15,74.3,72.48,76.66,263089.0,799306.0,S&P 500 Industrials,-0.008661,-0.024301,-0.048216,0.00671,-0.019787,-0.048216,0.00671,-0.016041,-1.4352,1.0,0.2172,1.0,False,31646044977.02,3.0382,0.019046,0.031229,28.0,Manufacturing
2023-1010-001,Atlanta Farms Holdings Inc.,1654757013.79,US,11,,10866,False,,2023-10-10,False,2023-11-14,2023-11-25,phishing,apt,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Medusa,unknown,304270.0,IP,"website,cloud_infrastructure,active_directory",,https://krebsonsecurity.com/2023/04/atlanta-farms-holdin-breach-exposes-data/,,verified_media,4,98.01,Gold,,834359.48,disclosed,,,,281063.6,261946.22,486207.3,,1863576.6,calculated,1459103.99,3207114.82,1966314.22,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture/Forestry/Fishing
2025-1012-001,Talon Cobalt Advisory Inc.,24708977.55,US,54,23,185,False,,2025-10-12,False,2025-10-29,2025-11-19,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,NoName057,unknown,344359.0,financial,"CRM,customer_database,SSO,manufacturing_OT",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001720833&type=8-K&dateb=20250326&owner=include&count=10,,sec_filing,1,93.72,Gold,,5400000.0,calculated,5054825.79,3608077.25,insurance claim record,2621113.7,1647789.79,,,13276980.74,calculated,9161625.18,20327710.5,13276980.74,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
2024-0119-002,Portland Labs Group Inc.,46833914978.53,HK,51,,104246,True,PORT.HK,2024-01-19,False,2024-04-21,2024-05-27,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Hive,probable,26201.0,health,"backup_systems,manufacturing_OT,ERP,VPN,SSO",38.04,https://www.bfdi.bund.de/decisions/2024/02/INQ-2024-00506,,gdpr_notification,1,80.16,Silver,,73800000.0,calculated,75000000.0,,,69281603.87,16369935.48,169758.38,,159621297.73,calculated,103647438.62,194396526.93,163075557.6,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2023-1023-001,SparkWatt Services Group Inc.,80728902.39,US,22,,143,False,,2023-10-23,False,2023-11-09,2023-11-29,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Volt_Typhoon,suspected,470293307.0,mixed,"payment_systems,SCADA,ERP,SSO",,https://www.aepd.es/decisions/2023/09/INQ-2023-00507,,gdpr_notification,1,72.67,Silver,,1127526.79,estimated,,,,1319562.23,160498.15,728063.59,1685574.16,3335650.76,calculated,2504830.95,4024696.43,3519542.76,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Utilities
2023-0716-002,Nashville Diagnostics Co.,1831652985.22,US,62,,11163,True,NASH,2023-07-16,False,2023-09-16,2023-11-09,ransomware,,,,,23272486.0,health,active_directory,234.73,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001612403&type=8-K&dateb=20230302&owner=include&count=10,,sec_filing,1,97.01,Gold,,1945049.73,estimated,1584231.15,690719.76,court filing,764798.38,589885.05,,1620208.76,3990452.92,calculated,3010859.08,4996131.93,4210443.69,CPI-U 2023 (304.702),21.23,21.25,20.79,20.85,20.57,357025.0,1058792.0,S&P 500 Health Care,0.021835,-0.021652,-0.018652,-0.032088,-0.022821,-0.018652,-0.032088,-0.01668,-0.9614,1.0,-3.6284,0.1858,False,9299175114.97,2.9656,0.03263,0.036919,298.0,Healthcare
